"N°","dc.contributor.author","dc.title","dc.date.issued","dc.publisher","dc.identifier.uri","dc.subject","thesis.degree.grantor","thesis.degress.name","renati.level","renati.type"
"1660","Ramos López, Fiorella Ivonne","Análisis comparativo de los factores que influyen en el proceso de evaluación de las inversiones en salud, de la Gerencia de Desarrollo Social del Gobierno Regional de Lima, en los períodos 2009-2012 y 2017-2019","2021-11-26","Pontificia Universidad Católica del Perú","http://hdl.handle.net/20.500.12404/21014","Inversiones públicas--Perú--Lima, Región | Salud pública--Aspectos económicos--Perú--Lima, Región | Política de salud--Perú--Lima, Región","Pontificia Universidad Católica del Perú. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"1661","Maicelo Rubio, Yecenia del Carmen | Paredes Ynfante, Heidi Liz","La contabilidad del metabolismo de la sociedad peruana, 1980 – 2019","2024-04-01","Pontificia Universidad Católica del Perú","http://hdl.handle.net/20.500.12404/27483","Ecología política--Perú | Sostenibilidad | Economía--Perú--Siglos XX-XXI | Economía ambiental","Pontificia Universidad Catolica del Peru. Facultad de Ciencias Sociales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"1662","Lence Wong, Lucía Graciela | Malca Vásquez, Enrique | Vela Espinoza, Víctor Hugo | Vilca Tasayco, Ruth Marina","Rediseño del PACFO (Programa de Alimentación Complementaria para Grupos en Mayor Riesgo) en el departamento de Huancavelica","2021-11-18","Pontificia Universidad Católica del Perú","http://hdl.handle.net/20.500.12404/20925","Desnutrición infantil--Perú-Huancavelica | Planes de desarrollo--Perú","Pontificia Universidad Católica del Perú. CENTRUM","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"1663","Rosa Andrade, Brisa","La Integración económica entre Perú - Brasil: El aumento de la inversión brasileña en el Perú durante el período 2001 a 2011","2023-11-30","Pontificia Universidad Católica del Perú","http://hdl.handle.net/20.500.12404/26623","Inversiones extranjeras--Perú | Perú--Relaciones económicas internacionales--Brasil | Brasil--Relaciones económicas internacionales--Perú | Perú--Política y gobierno","Pontificia Universidad Católica del Perú. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"1664","López Vizcarra, Jean Eduardo | Sierra Begazo, Miguel Ángel | Tito Alosilla, Roberth Fischer","Planeamiento estratégico de la industria de los residuos madereros en Perú","2017-10-27","Pontificia Universidad Católica del Perú","http://hdl.handle.net/20.500.12404/9589","Residuos -- Aspectos ambientales | Planificación estratégica","Pontificia Universidad Católica del Perú. CENTRUM","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"1665","Malpartida Castillo, Víctor","El derecho del consumidor en el Perú y en el derecho comparado","2003","Universidad Nacional Mayor de San Marcos","https://hdl.handle.net/20.500.12672/650","Protección del consumidor - Derecho y legislación - Perú | Protección del consumidor | Derecho comparado - Perú","Universidad Nacional Mayor de San Marcos. Facultad de Derecho y Ciencia Política. Unidad de Posgrado","","https://purl.org/pe-repo/renati/level#doctor","https://purl.org/pe-repo/renati/type#tesis"
"1666","Quezada Jimenez, Gerson Anthony | Altamirano Dias, Kevy Elí","Fallas superficiales que afectan la transitabilidad de la carretera Arq. Fernando Belaúnde Terry – Lamas, provincia Lamas, departamento San  Martín","2025-11-03","Universidad Nacional de San Martín. Fondo Editorial","https://hdl.handle.net/11458/7101","Fallas superficiales | Transitabilidad | Infraestructura Vila | Soluciones correctivas | Mantenimiento","Universidad Nacional de San Martín. Facultad de Ingeniería Civil y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"1667","Carcelén Ruiz Bravo, Luis Florencio","Un sistema financiero apropiado para el desarrollo del departamento de La Libertad","1977","Universidad Nacional de Ingeniería","http://hdl.handle.net/20.500.14076/1742","Planes regionales | La descentralización | Sistema financiero | Sistema financiero AD-HOC","Universidad Nacional de Ingeniería. Facultad de Ingeniería Económica, Estadística y Ciencias Sociales","","",""
"1668","Macedo Sias, Luis Enrique","Mejoramiento de la productividad en la construcción","2009","Universidad Nacional de San Martín. Fondo Editorial","http://hdl.handle.net/11458/329","Productividad | Construcción","Universidad Nacional de San Martín. Facultad de Ingeniería Civil y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"1669","Figueroa Rivera, Noemi Antonia","Revisión sistemática de uso de especies vegetales en la fabricación de productos cosméticos orientados a la cosmética natural","2025-07-07","Universidad Nacional de Educación Enrique Guzmán y Valle","https://repositorio.une.edu.pe/handle/20.500.14039/13262","Producto cosmético | Plantas | Productos naturales","Universidad Nacional de Educación Enrique Guzmán y Valle. Facultad de Ciencias.","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"1670","Sinti Manuyama, Federico","Auditoría gubernamental","2015","Universidad Nacional de la Amazonía Peruana","https://hdl.handle.net/20.500.12737/12159","Auditoría gubernamental | Auditoría financiera | Conceptos fundamentales","Universidad Nacional de la Amazonía Peruana. Facultad de Ciencias Económicas y de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"1671","Angulo Carbajal, Daniela Alexandra | Revoredo Vera Tudela, Mariana","Análisis de la evolución de la competencia y eficiencia en el sector bancario en el Perú desde 1990","2022-01","Universidad del Pacífico","https://hdl.handle.net/11354/3417","Bancos--Perú | Competencia económica | Efectividad organizacional | Economía","Universidad del Pacífico. Facultad de Economía y Finanzas","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"1672","Riveros Terrazo, Lizeth Karina | Tejada Paitán, Betsy Sabrina","Spillovers, causas, consecuencias y estrategias para combatir este fenómeno: análisis en economía de la salud","2025-02","Universidad del Pacífico","https://hdl.handle.net/11354/6090","Economía médica--Perú | Salud pública--Aspectos económicos--Perú | Economía","Universidad del Pacífico. Facultad de Economía y Finanzas","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"1673","Veneros Romero, Kelly Yosmahira","Presupuesto por resultados y su incidencia en la  gestión institucional de la municipalidad distrital de  La Cuesta, periodo 2017 – 2018","2020","Universidad Nacional de Trujillo","https://hdl.handle.net/20.500.14414/17998","Presupuesto por resultados | Programas presupuestales | Gestión institucional","Universidad Nacional de Trujillo. Facultad de Ciencias Económicas. Escuela Profesional de Contabilidad y Finanzas","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"1674","Elías Loyola, Claudia Vanessa | Rojas Vento, María Claudia","Relación entre el liderazgo y la gestión del cambio en las agencias de las empresas bancarias de Lima Metropolitana en el año 2021","2022-05-10","Universidad Peruana de Ciencias Aplicadas (UPC)","http://hdl.handle.net/10757/660332","Liderazgo transformacional | Gestión del cambio | Modelo de gestión | Liderazgo situacional | Transformational leadership | Change management | Management model | Situational leadership","Universidad Peruana de Ciencias Aplicadas (UPC). Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"1675","Adauto Rebaza, Alexis Joseph","Impacto de los Componentes del Índice de Apertura Comercial en los Precios Internacionales de Commodities Durante 2007-2022, Bajo un Enfoque de Heckscher Ohlin","2025-01-20","Universidad Peruana de Ciencias Aplicadas (UPC)","http://hdl.handle.net/10757/684982","Índice de apertura comercial | Modelo de dotación de factores | Commodities | Modelo de datos panel | Trade opening index | Factor endowment model | Commodities | Panel data model.","Universidad Peruana de Ciencias Aplicadas (UPC). Facultad de Economía","","https://purl.org/pe-repo/renati/level#bachiller","https://purl.org/pe-repo/renati/type#trabajoDeInvestigacion"
"1676","Aguilar Sanchez, Luisa Patricia","Consumo cultural en los docentes de diseño de moda del instituto superior María Montessori Arequipa, 2018","2018","Universidad Nacional de San Agustín de Arequipa","http://repositorio.unsa.edu.pe/handle/UNSA/6499","Consumo Cultural | Moda | Mercado | Industrias Culturales","Universidad Nacional de San Agustín de Arequipa.Facultad de Ciencias de la Educación","","http://purl.org/pe-repo/renati/level#tituloProfesional","http://purl.org/pe-repo/renati/type#tesis"
"1677","Coha Paredes, Helen Sibila","Análisis jurídico descriptivo de la responsabilidad social empresarial desde sus ámbitos de actuación en el Perú","2018","Universidad Nacional de San Agustín de Arequipa","http://repositorio.unsa.edu.pe/handle/UNSA/7233","Responsabilidad Empresarial | Desarrollo Sostenido | Ámbito de Actuación","Universidad Nacional de San Agustín de Arequipa.Facultad de Derecho","","http://purl.org/pe-repo/renati/level#tituloProfesional","http://purl.org/pe-repo/renati/type#tesis"
"1678","Coronel Bonifacio, Angela Mónica","Optimización de los servicios generales en el departamento de logística de la Caja Municipal de Ahorro y Crédito de Huancayo S.A. 2014 -2016","2020","Universidad Nacional del Centro del Perú","http://hdl.handle.net/20.500.12894/7581","Servicios generales | Departamento de logística | Caja municipal | Ahorro y crédito","Universidad Nacional del Centro del Perú.Facultad de Ciencias de la Administración","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"1679","Luque Condori, Clinton Franz | Meza Toccas, Edison","Análisis situacional del mercado laboral de la población con formación superior en la región Cusco, 2007 - 2014","2017","Universidad Nacional de San Antonio Abad del Cusco","http://hdl.handle.net/20.500.12918/2083","Crecimiento económico | Valor agregado Bruto Nacional | Capital humano","Universidad Nacional de San Antonio Abad del Cusco. Facultad de Ciencias Administrativas, Contables, Económicas y Turismo","","http://purl.org/pe-repo/renati/nivel#tituloProfesional","http://purl.org/pe-repo/renati/type#tesis"
"1680","Condori Boza, Jonny | Escobar Taipe, Roberto","La recaudación tributaria y desarrollo sostenible de las mypes de la localidad de Huancavelica, periodo 2013","2015","Universidad Nacional de Huancavelica","http://repositorio.unh.edu.pe/handle/UNH/341","MYPES | Huancavelica | Recaudación tributaria | Desarrollo sostenible","Universidad Nacional de Huancavelica. Facultad de Ciencias Empresariales","","",""
"1681","Huamani Huaman, Rita | Anccasi Quispe, Esthefany","El sistema de control interno y la administración de bienes patrimoniales del Gobierno Regional de Huancavelica, periodo 2014","2017","Universidad Nacional de Huancavelica","http://repositorio.unh.edu.pe/handle/UNH/1309","Sistema de control interno | Bienes","Universidad Nacional de Huancavelica. Facultad de Ciencias Empresariales","","",""
"1682","Sanchez Navarrete, Carlos Ricardo","Propuesta de un programa de maestría en matemática aplicada para mejorar las oportunidades laborales de los egresados de la Universidad Nacional San Luis Gonzaga de Ica, 2","2025-06-25","Escuela de Posgrado Newman","https://hdl.handle.net/20.500.12892/1991","Matemática aplicada | Oportunidades laborales | Formación profesional | Posgrados | Propuesta","Escuela de Posgrado Newman","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#trabajoDeInvestigacion"
"1683","Rojas Dávila, Dayana Chantal | Tapia Meyer, Fatima Beatriz","Fomento de hábitos sostenibles a través de  sistemas de recompensas ecológicas para mitigar la contaminación en la playa La Herradura","2025-06","Escuela de Educación Superior Tecnológica Privada ""Toulouse Lautrec""","https://hdl.handle.net/20.500.12826/1852","Comportamientos proambientales | Contaminación de playas | Campañas de concientización | Recolección de residuos | Recompensa | Pro-environmental behaviors | Beach pollution | Awareness campaign | Rewards | Waste collection","Escuela de Educación Superior Tecnológica Privada ""Toulouse Lautrec""","","https://purl.org/pe-repo/renati/level#bachiller","https://purl.org/pe-repo/renati/type#trabajoDeInvestigacion"
"1684","Real Puelles, Einer Vladimir","Ejecución del gasto público y su relación con el control de existencias en el Hospital de Emergencias Villa El Salvador periodo 2020","2022-01-24","Universidad Autónoma del Perú","https://hdl.handle.net/20.500.13067/1574","Gasto público | Control de existencias | Logística | Almacén | Procesos de control interno","Universidad Autónoma del Perú. Facultad de Ciencias de Gestión","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
